text,sentiment,score
THE HITS INCLUDE OSCAR ISAAK AS THE MAIN VILLAIN LIKE I SAID BLUE JENA MALONE IS THE SOFT SPOKEN ROCKET AND THE STEALING ABBY CORNISH IS SWEET PEA A TROUBLED AND RELUCTANT YOUNG WOMAN IN THE PACK,Positive,0.8
THE SUPPORTING CAST IS EITHER HIT OR MISS,Negative,-0.2
WHO DOESNT HAVE ANY PRESENTS OR GREATNESS AT ALL,Negative,-2.0
THE MISSES INCLUDE YOU KNOW VANESSA HUDGENS,Negative,-0.4
WHOS ACCENT IS SO AWEFUL,Negative,-2.8
AND THE OTHER HORRIBLE I MEAN ABSOLUTELY ATROCIOUS CARLA GUGINO AS DOCTOR VERA GORSKI,Negative,-3.0
AND HER CHARACTER IS ALSO UNDEVELOPED AND WEAK,Negative,-1.8
AND WHOS IS RIDICULOUS,Negative,-0.4
AND THEY COULD HAVE GREAT BACK STORIES,Negative,-0.2
JON HAMM AND SCOTT GLENN COULD BRING YOU KNOW THEY COULD BE INTERESTING CHARACTERS,Positive,0.4
AND THE ACTION IN THE MOVIE IS SO WELL USED,Positive,2.8
NOW LET JUST GET INTO TWO THINGS THAT WILL POSSIBLY ATTRACT YOU TO THIS FILM THE VIOLENCE AND THE 3D,Positive,0.4
ITS A JOKE REALLY,Negative,-2.4
THE VIOLENCE HERE IS PRETTY BAD,Negative,-2.0
VIEWERS PLEASE RESIST FROM THESE TWO,Negative,-1.5
THE TIRE DECAPITATION MIGHT NOT SOUND ALL THAT UNIQUE,Neutral,0.0
THERERE ABOUT TWO CREATIVE SCENES IN HERE UM ONE BEING IN INTESTINAL JOURNEY THROUGH THE RECTUM IN A SWIMMING POOL DRAIN AND A TIRE DECAPITATION THAT,Negative,-0.4
I MEAN NOT THE SICK LIKE OH MY GOD THAT WAS AWESOME,Positive,1.0
BUT THE WAY ITS PULLED OFF ITS LIKE WOW THAT WAS SICK,Positive,2.2
THERES MANY DIFFERENT WAYS OF SAYING SICK NOWADAYS,Negative,-0.25
NO SICK IN THE OH MY GOD THAT WAS CRAZY THAT KIND OF SICK,Negative,-0.8
BUT UM YEAH WOW AGH SAY THAT IN TWO SHEE TWO SCENES DEATH ISNT EVEN NEARLY UNIQUE IS A BIT HARSH,Negative,-0.2
ITS BAD,Negative,-3.0
IM NOT EVEN GONNA GO TO THE LOWS TO MAKE A WHOLE NIGHT VIDEO ABOUT THIS MOVIE,Negative,-1.2
OH GOD THIS IS BAD,Negative,-3.0
I HATE IT,Negative,-2.8
SO NO NOW KNOW THIS I AM NOT A FAN OF THE FINAL DESTINATION SERIES,Negative,-2.4
BUT AS FAR AS IM CONCERNED THIS SERIES IS GARBAGE,Negative,-2.6
I MIGHT HAVE TO WATCH THE FIRST TWO AGAIN OR MAYBE JUST THE FIRST ONE TO STABILIZE MY THOUGHTS ON THE SERIES,Neutral,0.0
NOW I WONT EVEN TALK ABOUT ACTING COZ ITS JUST SO BAD,Negative,-2.8
YOU CAN SENSE MY EXCITEMENT WHEN I HEARD THIS WAS BEING RELEASED,Negative,-0.5
THE RACE STADIUM SCENE AND THE MALL SCENES IN THE BEGINNING AND THE END WHERE MASSIVE AMOUNTS OF PEOPLE DIE IN THE CRAZIEST WAYS ARE PRETTY GOOD FOR LATE NIGHT BUDDY VIEWING YOU SEE YOU KNOW WHAT I MEAN BY LATE NIGHT BUDDY VIEWINGS,Positive,2.2
SO IT WAS JUST A LITTLE AWKWARD,Negative,-1.0
SO IT WAS JUST A LITTLE AWKWARD,Negative,-0.6
BUT UM WEVE OVERCOME THAT,Positive,1.0
YOU KNOW A LOT OF PEOPLE HAVE BEEN TALKING ABOUT THE EXPENDABLES EVEN THOUGH IT CAME OUT SUCH A LONG TIME AGAO,Neutral,0.0
MY BOYFRIEND GOT REALLY EXCITED WHEN I TOLD HIM WE WERE GONNA GO SEE THE EXPANDABLES,Positive,2.0
AND THAN UM WHEN I WENT TO BLOCKBUSTER AND I PICKED IT UP AND I BROUGHT IT BACK HOME HE GOT REALLY DISAPPOINTED,Negative,-1.0
I THINK ITS BECAUSE IT WAS SUCH A MOVING FILM,Positive,2.0
AND I DONT THINK HE KNOWS HOW TO HANDLE HIS EMOTIONS IN THAT DEPARTMENT,Negative,-1.0
THERES BEEN A LOT OF BUZZ ABOUT IT LATELY AND EVERYONES YOU KNOW A LOT OF CONTROVERSY OVER IT,Negative,-0.4
EVERYONES BEEN SAYING ITS REALLY INTENSE,Positive,0.4
AND I WAS UNBELIEVABLY SHOCKED HOW MUCH I LOVED IT,Positive,3.0
GREAT DIALOGUE,Positive,2.0
IT WAS FULL OF ACTION,Positive,1.6
ITS REALLY JUST A HEART WARMING STORY,Positive,1.4
THE CHARACTERS WERE SO GREAT AND WELL DEVELOPED,Positive,2.4
ITS NOT THAT VIOLENT,Negative,-0.2
ITS A GREAT MOVIE TO SEE OVER AND OVER AGAIN YOUR WHOLE FAMILY CAN SEE IT,Positive,2.4
I REALLY REALY FELT FOR THE DAD IN THE EXPENDABLES,Positive,1.0
XXX IT IS A TEENYTINY BIT VIOLENT AND NOT ENOUGH SO YOU CAN BRING YOUR 5 YEAR OLD,Neutral,0.0
THE DAD WAS JUST REALLY PROTECTIVE,Positive,1.8
BECAUSE HE WAS PROTECTING OVER HIS FAMILY AND AFTER THEY WENT MISSING EVEN THOUGH THEYRE A BEND OF OUTSIDERS AND THAY HAVE ALL THOSE POWERS,Positive,1.2
VERY HEART WARMING,Positive,2.2
AND HE MADE SURE THAT HES WHOLE FAMILY WAS SAFE,Positive,1.4
BRAD BIRD IS A GREAT WRITER AND DIRECTOR,Positive,2.6
VERY TOUCHING,Positive,2.0
IT WAS SO CUTE,Positive,2.4
UM I THINK THAT MY FAVORITE PART OF THE ENTIRE MOVIE WAS WHEN YOU FIND OUT AT THE END THAT THE LITTLE BABY HAD POWERS,Positive,2.2
I REALLY RECOMMEND YOU ALL SEE THE EXPENDABLES,Positive,2.4
JUST THE GREAT GREAT MOVIE,Positive,3.0
THERE ARE PARTS THAT ARE VERY INTENSE,Neutral,0.0
I CAN SEE THAT,Positive,0.5
I KNOW YOU GUYS ARE GONNA LOVE IT,Positive,2.8
SO GO SEE THE EXPENDABLES,Positive,2.0
BUT FOR THE MOST PART IT IS A FAMILY FRIENDLY WARM AND FUZZY MOVIEVOOVIE,Positive,1.0
IT JUST IT FELT KIND OF CUT AND DRY,Negative,-1.4
WHICH WOULD START THE PLANNING THAT I WISH IT HAS HAPPENED EARLIER IN THEIR CAREERS,Negative,-1.4
AND I DONT KNOW IF THIS SCENE TOOK PLACE FEFTEEN TWENTY YEARS AGO WHEN THOSE GUYS WERE ABSOLUTELY PRIME IT WOULDVE BEEN JUST UM ABSOLUTELY BREATH TAKING MONUMENTAL MOMENT IN CINEMATIC HISTORY,Negative,-0.6
BUT SEEING IT TODAY NOW WHEN IT WAS REALLY NOTHING MORE THAN JUST A ONE XXX SHIP,Negative,-1.2
IT LOST A LOT OF FEELING,Negative,-1.8
IT WASNT THE FINAL YOU KNOW FINALLY HAPPENED U UNITING THAT WE ALL COME TO EXPECT,Positive,0.8
AND ITS REALLY WHAT YOU WOULDVE EXPACT,Negative,-0.2
THERES LITTLE TO NO CHARACTER DEVELOPMENT ALL MOVIE,Negative,-2.4
ITS NOT A COMPELLING NARRATIVE BY ANY MEANS,Negative,-2.2
AND REALLY THERES NO HUMONGOUS TALE TO THESE GUYS,Negative,-1.2
AND YET THIS MOVIE IS INCREDIBLY ENJOYABLE FOR ACTION FANS,Positive,2.2
BUT YOU KNOW WHAT YOU DONT NEED A COMPLECATED FORMULA FOR AN ACTION MOVIE,Negative,-1.0
NOT A COMPLICATED STORY,Negative,-0.4
THIS MOVIE ESSENTIALLY WAS MADE FOR THREE REASONS IN MY OPINION,Negative,-0.25
THERES A BAD GUY GUY GO TAKE HIM DOWN THATS REALLY ALL YOU NEED,Neutral,0.0
AND THATS YOU KNOW ALL THATS ALL YOU REALLY NEEDED TO DO,Negative,-0.2
THE FIRST REASON IS THE OBVIOUS JUST TO MAKE AN EXCITING ENJOYABLE ACTION FILM,Positive,1.6
THE SECOND REASON THIS MOVIE WAS MADE AND IN MY OPINION THE REAL REASON IT WAS MADE AGAIN ITS SILVESTRE STALONE TELLING HIMSELF I STILL GOT IT,Negative,-1.2
AND DEFINATELLY COMES THROUGH ON THAT,Positive,1.2
HES IN TERRIFIC SHAPE FOR A MAN TWICE MY AGE WHO LOOKS SIGNIFICANTLY BETTER THAN ME,Positive,2.2
UM IVE GOT TO GIVE HIM CREDIT,Positive,1.0
BUT HEY WHATEVER AND IS SHOWING YEAH MAYBE HES NOT WHAT HE WAS TWENTY TWENTY FIVE YEARS AGO BUT HE STILL HAS EVERY RIGHT TO BE BILLED AS AN ACTION STAR,Positive,1.2
THATS KIND OF MADE ME FEEL DEPRESSED,Negative,-1.6
BECAUSE YOU KNOW ITS BASICALLY IT WAS STALONE KNOWING THESE GUYS ARENT IN THE SHAPE THEY WERE TWENTY TWENTY FIVE YEARS AGO,Positive,1.2
THERES ACTUALLY YEAH YEAH SCENES TRIPLE STAND OFF WITH SILVESTRE ARNOLD SWARZENEGER BRUCE WILLIS AND YEAH ACTUALLY IN A WAY KIND OF FELL HOLLOW,Negative,-1.0
I MEAN YOU DONT SEE WHY THESE TWO PEOPLE LOVE EACH OTHER,Negative,-0.8
AND IT IS VERY RUSHED,Negative,-1.2
LIKE THEY HAVE THEIR OWN SEPARATE CHARACTER DEVELOPMENT BUT NONE WHERE THESE TWO SHOULD BE TOGETHER,Negative,-1.2
THERES NO CHARACTER DEVELOPMENT REALLY WITH THESE TWO,Negative,-2.0
YOU DONT SEE WHY THEY SHOULD LIKE EACH OTHER CAUSE THEY DONT SHOW IT IN THE MOVIE,Negative,-1.4
THERES NO REASON WHY THEY SHOULD BE TOGETHER,Negative,-2.0
AND I THOUGHT THIS MOVIE WAS GONNA BE REALLY GOOD BECAUSE MATT DAMON WAS IN IT,Negative,-0.75
LIKE THEY TALK FOR LIKE FIVE MINUTES AND INSTANTLY KISS WHICH IS DUMB,Negative,-1.8
AND I WAS REALLY DISAPPOINTED,Negative,-2.6
BUT THEY DID NOT EXECUTE IT VERY WELL,Negative,-2.2
WHAT I LIKED ABOUT THIS MOVIE WAS THE CONCEPT WAS COOL,Positive,2.0
THIS MOVIE IS TERRIBLE FOR THESE REASONS,Negative,-3.0
AND THEY LEFT A LOT OF PLOT HOLES,Negative,-2.0
YOU DONT FEEL THAT THESE TWO PEOPLE LOVE EACH OTHER,Negative,-1.4
NUMBER ONE BECAUSE THE LOVE IS FORCED,Negative,-1.2
AND HE WAS STILL BORING,Negative,-1.8
UM YEAH THE SPECIAL EFFECTS WERE OK,Neutral,0.0
NOTHING THATS WORTH GOING TO THEATERS TO SEE,Negative,-2.6
AND YEAH I THINK THE ONLY CHARACTER WHO ACTUALLY SHOWED THEIR MOTIVATION BIHIND ANYTHING THEY DID WAS THE VILLAIN,Negative,-1.8
AND THAN CAMERON DIAZ WHOS SUPPOSED TO BE PLUCKY I GUESS BUT SHES JUST KINF OF USELESS,Negative,-1.8
HI IM PRETTY I HAVE A GIANT SMILE IM SUPPOSED TO KNOW THINGSUM WALK OF SCREEN,Negative,-0.8
UM YEAH THE CHARACTERS DIDNT CARE WEATHER THEY LIVED OR DIED,Negative,-2.4
KATO WAS THE ONLY ONE THAT WAS ANY GOOD WHATSOEVER,Negative,-0.6
HE WAS THE ONLY CHARACTER THAT WAS SLIGHTLY INTERESTING,Negative,-0.8
WHO SEEMED TO HAVE GENUINE AFFECTION FOR OTHER HUMAN BEINGS,Positive,0.6
OH MY GOSH BAD MOVIE,Negative,-2.8
I WISH I WERENT,Negative,-0.8
REALLY BAD MOVIE,Negative,-2.6
BUT BASICALLY SETH ROGAN BROUGHT NONE OF THE CHARM THAT HE NORMALLY DOES TO HIS ROLES,Negative,-2.2
BECAUSE I TRULY LOVE AN ACTION FLICK ACTION COMEDY FLICK EVEN BETTER RIGHT,Positive,1.6
YEAP A HORRIBLE PROTAGONIST,Negative,-3.0
IN FACT I HAVE TO SAY THAT THIS WAS ONE OF THOSE OBNOXIOUS MAIN CHARACTERS IVE SEEN A LONG TIME,Negative,-2.6
AND UNLIKE OTHER FILMS FOR THEY KIND OF A NARCISSTIC XXX BOY BUT THEY BRING SOMETHING TO THE TABLE YOU KNOW,Negative,-0.4
HE UM HAD ALL THE CHARM OF A NARCISSIST XXX BOY THE WHOLE FILM,Negative,-2.8
YOURE LIKE OH THEYRE STILL KIND OF COOL,Positive,1.0
THERES SOMETHING THAT JUST KIND OF MAKES THAM SO SL SLIGHTLY ENDEARING EVEN THOUGH THEYRE KIND OF THE JACK ASS YOU KNOW,Positive,0.8
UM HES JUST A JACK ASS,Negative,-2.6
NO NO HES UNFUNNY NOT FUNNY AT ALL,Negative,-2.8
BORING,Negative,-2.4
UM KATO KICKS ASS HANDSOME GUY,Positive,1.2
JUST LIKE LOOK AWAY WHAT HE CAN DO HE CAN DO LOTS OF STUFF,Negative,-1.4
HES BORING,Negative,-2.0
YOU CANT EVEN TELL FUNNY JOKES,Negative,-1.8
WHAT WA WHAT HES WHAT W WHY YOU HAVE NO SKILLS WHATSOEVER,Negative,-2.25
I MEAN THE ONLY CHARACTER THAT SHOWS GENUINE CARE FOR OTHER PEOPLE BE THE VILLAIN,Negative,-1.4
AND IT WAS KIND OF INTERESTING,Positive,1.2
DONT SEE IT,Negative,-1.8
HMM YEAH SKIP IT,Negative,-2.2
I LIKED LILO AND STICH,Positive,2.0
I PERSONALLY I LIKED ATLANTIS,Positive,1.6
I DIDNT REALLY LIKE BA BROTHER BEAR,Negative,-1.6
I DIDNT REALLY I MEAN TRASURE PLANET WAS OK,Negative,-1.0
IT WAS OH I COULDNT EVEN WATCH IT,Negative,-2.4
AND I HATED HOME ON THE RANGE,Negative,-2.6
OH GOD WHY DID I WATCH THAT MOVIE,Negative,-2.8
I JUST GOT BACK FROM THE MOVIE THEATERS TO GO SEE A MOVIE IVE BEEN WAITING PROBABLY ABOUT A YEAR AND A HALF TO TWO YEARS FOR,Positive,2.2
YOU KNOW OF COURSE I WAS WAITHING FOR THE PRINCESS AND THE FROG,Positive,1.0
IF YOU ARE AS BIG A FAN OF DISNEY AS I AM,Positive,2.5
AND OH OH MY GOSH I WAS BLOWN AWAY,Positive,2.8
I HAD SOME HIGH EXP O MAYBE NOT HIGH EXPECTATIONS PER SE BUT I WAS DEFINATELY EXPECTING THIS TO BE A GOOD MOVIE,Positive,0.6
IT WAS INCREDIBLE SEE ALL THE DIFFERENT COLOR PALETTES SMOOTH HAND DRAWN ANIMATION YOU KNOW,Positive,3.0
ANYWAY OH YOU CAN SEE IM STILL SPEECHLESS THIS MOVIE WAS JUST BEAUTIFUL,Positive,2.8
SO UM I GUESS PEOPLE JUST WANT TO SEE UM COMPUTER ANIMATED FILMS FROM NOW ON,Negative,-0.2
THEY ARENT DOING SO WELL BROTHER BEAR,Negative,-0.6
UM FRED DUKES IS THE BLOB,Neutral,0.0
BUT IN THIS OH MY GOD I LOVE YOU,Positive,2.5
AND YOU PROBABLY DID THE BEST PORTRAYAL OF SABRE TOOTH EVER,Positive,1.6
ALTHOUGH I DO AGREE THAT THE LOOK COULD HAVE BEEN CHANGED TO FIT THE ACTUAL SABRE TOOTHS LIKE WITH THE RIGHT HAIR,Negative,-1.0
UM WE I LOVE THE SCENE WHERE SABRE TOOTH THROWS WOLVERINE INTO THE TRUCK THAT FEEL GOOD JACKOFF,Positive,1.4
PROBABLY WIDELY CONSIDERED TO BE ONE OF THE FAILED ONE OF THE MOST FAILED MOVIES OF THE XMEN FRANCHISE,Negative,-2.6
IM PRETTY SURE THE FIRST TIME IT HAPPEND YOU WOULD BE KINDA FREAKED OUT THE WHOLE TIME YOU KNOW,Negative,-1.0
FIRST OF ALL ID LIKE TO SAY LITTLE WOLVER JAMES OR JIMMY HES SO CUTE HES SO XXX,Positive,3.0
THATS FREAKING EPIC,Positive,2.0
SIGH I LOVE WHEN THEY SHOW ALL THE THE WAR SCENES ALL THE THE TIME THEY SPENT IN THE MILITARY AND SHIT,Positive,1.6
ITS PRETTY SIC,Positive,0.5
AND I LIKE HOW IT SHOWS,Positive,1.2
BUT I DO NOT TAKE RYAN REYNOLDS SERIOUSLY FOR SHIT IN THIS MOVIE,Negative,-2.4
I LOVE THE NAME WADE,Positive,1.8
LAUGHING HE CERTAINLY DOESNT FIT THE BILL EITHER FOR ANY MARVEL MOVIE UM ZERO,Negative,-1.0
I LOVE HIM AS AN ACTOR BASED ON HIS LOOKS AS A ACTUAL TALENTED ACTOR NO,Negative,-1.0
SAME WITH UM WADES UH SWORD SCENE WHERE HES LIKE SOUND EFFECTS ITS FREAKING EPIC,Positive,2.0
AFTER HE BUSTS ALL HIS CAPS IN THE AIR AND RANS AND ALL THE DEAD BODIES FALL AROUND HIM FUCKING SICK,Positive,2.2
THE RANDOM BITCH THAT NOBODY KNOWS WHERE THE FUCK SHE CAME FROM WHY MARVEL WHY DO YOU INSIST ON TORTURING ME,Negative,-2.6
UM LIP SMACKING SIGH HM MARVEL ONCE AGAIN DECIDED TO TOSS ANOTHER RANDOM BITCH IN THIS MOVIE WOLVERINES BITCH,Negative,-1.2
HE WAS FUCKING EPIC,Positive,2.4
LIP SMACKING ANYWAY LIP SMACKING I LOVE SABRE TOOTH IN THIS MOVIE,Positive,3.0
IVE NEVER SEEN HIM IN ANYTHING ELSE,Positive,0.2
LIEB SCHRIEVER OR HOWEVER THE FUCK YOU SAY HIS NAME IS A FUCKING TREMENDOUSLY AWESOME ACTOR,Positive,2.6
AND AND WE KIND OF WANTED IT TO BE LIKE BUT EXEPT NOT THAT OBVOIOUS BUT THAT WOULDVE BEEN GOOD RIGHT LIKE COZ THAT IT WOULD GIVE THAM A REASON COZ THEY WANTED TO GET MARRIED BUT THEY COULDNC BECAUSE SHE WAS GONNA MARRY THE OTHER GUY,Positive,0.2
AND ANOTHER THING THE OTHER GUY SHE WAS SUPPOSED TO MARRY WAS A HUNDRED TIMES BETTER LOOKING THAN PETER,Negative,-1.2
WAS NICER THAN PETER,Positive,0.6
I WAS SAYING IF SHES NOT GONNA MARRY HIM I WILL,Positive,0.8
UM A I WISH WE WISHED THAT IT WOULDVE BEEN UM THE GUY,Negative,-1.0
UM WE WISHED IT WOULDVE BEEN PETER BECAUSE IT WOULDVE MADE SENSE THROAT CLEANING THAT UM PETER,Negative,-0.6
LIKE WE WANTED TO BE THAT SHE KNEW UM AMANDA SEYFRIEDS CHARACTER KNEW IT WAS PETER BUT WAS PRETENDING THAT SHE DIDNT SO THAT SHE GOT A REASON TO RUN AWAY WITH HIM AND THEY COULD BE TOGETHER,Positive,0.2
AND IT WOULD MAKE SENSE,Positive,0.4
BECAUSE I THOUGHT HE WAS UM PETER WAS ANNOYING,Negative,-2.2
I DIDNT LIKE PETER,Negative,-1.4
XXX SEEING RED RIDING HOOD FOR A REALLY LONG TIME,Positive,1.0
BUT UM I LIKED IT,Positive,1.8
AND UM ILL JUST SAY OVERALL IF I THINK IT WAS GOOD,Positive,1.0
UM I LIKE DID I THOUGHT CATHERINE HARDWICKE DID A GOOD JOB,Positive,1.8
I THOUGHT IT COULD BE REALLY BAD UM BUT IT DIDNT LOOK LIKE IT WOULD BE BUT IT COULDVE BEEN,Negative,-0.8
AND SHE WAS KIND OF WIERD DURING TWILIGHT,Negative,-1.0
AND UM I LIKED YOU KNOW CATHERINE HARDWICKE IS LIKE YOU KNOW KIND OF RIDICULOUS,Negative,-0.6
SO THE MORE LIKE WOMEN DIRECTORS THAT I SEE YOU KNOW I I I LIKE SEEING THAT,Positive,1.2
BUT UM I I LIKE SEEING UM FEMALE DIRECTORS BECAUSE THERE ARENT THAT MANY COMPARE TO YOU KNOW GUY DIRECTORS,Positive,1.4
UM ANYWAY I WOULD SAY JUST YOU GO AND SEE IT IF YOU WERE THINKING ABOUT SEEING IT BUT YOU WERENT SURE IF IT WOULD BE WORTH SEEING,Positive,1.4
SO UM I THOUGHT SHE DID GREAT WITH THIS MOVIE,Positive,2.0
UM I HM I DONT LIKE WELL I DONT KNOW IF I WANNA SAY I DONT LIKE THIS BUT I WISH THAT IT WOULDVE BEEN DIFFERENT WHO THE WOLF ACTUALLY TURNED OUT TO BE,Negative,-1.0
UM I SAY GO SEE IT COZ I I ENJOYED IT NOW,Positive,2.0
UM WE HAD LIKE WE HAVE GUESSED EVERYBODY UM THIS LIKE THIS RANDOM CHARECTER DUDE WHO WHAT DOES HE DO,Neutral,0.0
UM I JUST I WOULDVE LIKE ME AND LOUIS WERE SAYING WE WERE THINKING THE WHOLE TIME LIKE WHO COULDVE BE WHO COULDVE BE,Negative,-0.6
ITS JUST LIKE THIS THIS CHARACTER WHOS KIND OF RANDOM,Negative,-0.6
I DONT KNOW HOW TO LIKE TELL YOU WHO HE IS COZ YOURE GONNA BE LIKE THAT DOESNT NARROW IT DOWN AT ALL,Negative,-0.6
UM BUT YEAH WHATEVER UM HE WE THOUGHT IT WOULD BE HIM BECAUSE THEY WERENT SHOWING HIM A LOT BUT THEY SHOWED HIM ENOUGH TO THEY KIND OF BE LIKE OH IT WAS HIM IN THE END,Positive,0.8
AND HE I DONT I THINK HE MAYBE HE GOT MAD WHEN HAH I DONT KNOW,Negative,-0.25
THIS CREDIT SEQUENCE I THINK IS THE BEST CREDIT SEQUENCE UM SINCE WATCHMAN,Positive,2.4
UM ITS BASICALLY A UM SLOW MOTION SHOW CASE OF DIFFERENT EVENTS,Positive,0.4
YEAH IT REALLY IS GOOD I MEAN,Positive,2.2
AND I HONESTLY THINK IF WE HADNT HAVE SEEN WATCHMAN THIS WOULD BE THE BEST CREDIT SEQUENCE OF THE YEAR,Positive,2.0
THE SEQUENCES OF THE BEGINNING OF THE FILM WHICH FEATURES COLUMBUS EXZPLAINING SOME OF HIS RULES UM TO SURVIVING A ZOMBIE APOCALIPSE ARE REALLY WELL DONE,Positive,2.6
IT USES UM AND THIS JUST DOESNT APPLY TO THE UM UM CREDIT SE SEQUENCE ON IT OWN BUT APPIES TO THE MOVIE AS A WHOLE IT REALLY KNOWS HOW TO USE S SLOW MOTION WITHOUT MAKING IT A GIMMICK,Positive,2.0
BUT ITS A VERY KIND OF UM STYLISTIC EDGE ON IT,Positive,1.6
THE XXX SEQUENCE IS REALLY WELL DONE,Positive,2.0
AND THE STYLE OF THE FILM LIKE THE UM THE FREE STREAMS OF SLOW MOTION THE UM THE JUMP COOKS AND ALL THAT STUFF FEELS VERY KIND OF UM TARANTINO ASK,Positive,0.2
IT ITS ALMOST LIKE UM IMAGINING TARANTINO DIRECTED A ZOMBIE MOVIE,Positive,0.8
WHO HAVE NAMED THEMSELVES AFTER THE PLACES UM TO WHICH THEY HAVE TRAVELED IN WHICH I THINK IS A REALLY NICE XXX,Positive,2.0
THE UM CROSS OF PERSONALITY IS REALLY UM CHARISMATIC AND DYNAMIC,Positive,2.0
NOW COLUMBOS IS A BASICALLY UM OCD,Neutral,0.0
ZOMBIELAND IS A REALLY SUCESSFUL HORROR COMEDY,Positive,2.2
UM IT JUST GOES TO SHOW THAT YOU REALLY CANT TRUST ANYONE IN THIS SITUATION,Negative,-1.0
AND UM WHILE ALSO MAINTAINS ITS KIND OF DETACHED UM SATIRE OF THE GENRE,Positive,0.4
AS IT CONTAINS UM REA REALLY WELL DONE AND FAITHFUL HOMAGES TO THE ZOMBIE HORROR SUB GANRE,Positive,1.6
BECAUSE UM YOU REALLY WANNA SEE IT FOR YOURSELF,Positive,1.4
BUT ITS REALLY WELL DONE,Positive,2.2
I DONT KNOW WHY I EVEN SAW IT,Negative,-1.4
SO SEASON OF THE WITCH IS RATED 3 OUT OF 10,Negative,-2.5
IT WAS VERY VERY VERY BORING,Negative,-2.8
MADE NO SENSE,Negative,-1.6
ACTION SCENSE WERE VERY DUMB,Negative,-2.6
I HATED IT,Negative,-2.6
UH THE TRAILER LOOKED LIKE IT COULD BE A LITTLE G GOOD,Positive,1.0
BUT WHEN I SAW IT WAS JUST TOTALLY BORING,Negative,-2.4
BUT IT WASNT REALLY MADE WELL,Negative,-1.0
AND THIS IS THE WORST BY FAR,Negative,-2.6
BUT THE LAST HALF HOUR OF THE MOVIE IT FELT LIKE THEY HAD ADDED LIKE A CGI ORGASM,Negative,-1.0
YOU KNOW THEY JUST TRIED UH WITH THE CGI THAT THEY PUT T T T THEY THEY THREW SO MUCH CGI AT YOU,Negative,-1.8
DULL,Negative,-1.0
JUST DONT SEE THIS MOVIE,Negative,-2.4
THIS MOVIE WAS HORRIBLE,Negative,-2.8
HES ALWAYS IN THESE KINDS OF MOVIES ALL THIS SORCERER WITCH VOODOO KIND OF MOVIES,Positive,0.2
NICHOLAS CAGE SHOULD NOT DO THESE KIND OF MOVIES,Negative,-1.8
HES HORRIBLE AT IT,Negative,-1.33333333333
AND ITS GETTING REALLY TIRING,Negative,-1.6
W W W WHEN HES ONSCREEN I WANT TO PUNCH HIM IN THE FACE,Negative,-2.8
NO ONE TAKES HIM SERIOUSLY,Negative,-2.0
HE WA HE WAS VERY ANNOYING,Negative,-2.4
HES VERY BORING,Negative,-2.2
SEASON OF THE WITCH WAS HORRIBLE ACTING,Negative,-3.0
DO NOT SEE THIS MOVIE,Negative,-3.0
AND I WAS SITTING IN THE THEATRE SLEEPING,Negative,-1.0
HE DIDNT KNOW WHAT HE WAS TALKING ABOUT,Negative,-1.2
BUT IN THIS MOVIE HE WASNT GOOD AT ALL,Negative,-2.0
HE WAS VERY GOOD IN HELLBOY,Positive,1.4
HES VERY BORING AS WELL,Negative,-1.75
I I I DIDNT REALLY CARE FOR HIS CHARACTER AT ALL,Negative,-1.8
IT MADE NO SENSE,Negative,-2.0
WHOLE MOVIES VERY BORING,Negative,-2.0
I HAD NO IDEA WHY I EVEN SAW THIS MOVIE,Negative,-2.8
I DIDNT REALLY CARE ABOUT IT AT ALL,Negative,-2.0
LIKE IT WAS LIKE SPEWING CGI LAST HALF HOUR OF THE MOVIE,Negative,-1.4
AND IT WAS AWFUL,Negative,-2.8
AND BORING,Negative,-2.2
UH HUH HOW ABOUT THE ACTING AND THE ACTION WAS WAS JUST SO DULL,Negative,-2.2
I WAS SITTING THERE IN THE THEATRE LAUGHING HOW BAD THE MOVIE WAS AT SOME POINTS,Negative,-1.6
I HATED IT,Negative,-3.0
IT WAS TERRIBLE,Negative,-3.0
LIKE EVERY SINGLE SCENE WAS CGI,Negative,-0.6
AND THEIR PLACE IS A RUN OF THE MILL ANIMATED ACTION ADVENTURE PLOT WITH A FEW CHUCKLES TROWN IN,Negative,-0.6
AND ALSO THE CUTE WINGS TO POP CULTURE,Positive,1.0
IF AWARD FOR THE GREAT CHARACTERS OF SHREK IN HIS SUPPORTING CAST THEY ARE STILL VOICED BY THE ORIGINAL STARS MIKE MYERS EDDIE MURPHY CAMERON DIAZ AND ANTONIO BANDERAS THE FILM WOULD BE A REAL BUST,Negative,-1.2
IT SEEMS LIKE THE WRITERS AND CREATORS TOOK THE EASY WAY OUT,Negative,-1.6
I GIVE SHREK FOREVER AFTER DIRECTED BY MIKE MITCHELL A GRADE OF B MINUS,Positive,1.0
UNLESS YOUR KIDS ARE DYING TO SEE IT ID WAIT FOR THE DVD,Negative,-1.8
XXX WHITNESSING THE CHANGES AND GROWTH OF THE CHARACTERS ITS USAULALY A PATH OF DISCOVERY,Neutral,0.0
DREAMWORKS IS CONFUSING ME,Negative,-1.2
THE LAST MINUTE TITLE THAT THEY THREW ON AT THE THEATERS,Negative,-1.4
EVERYTHING THAT HAPPENED IN SHREK 1 2 AND 3 ARE WIPED AWAY,Positive,1.2
